Id,LotFrontage,LotArea,Street,LotConfig,Condition1,Condition2,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,Foundation,BsmtQual,BsmtCond,BsmtExposure,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,Fence,MoSold,YrSold,SaleType,SaleCondition,SalePrice
1136,60,6180,Pave,Corner,Norm,Norm,1Story,6,5,1926,1950,Gable,CompShg,Wd Sdng,Wd Sdng,BrkTil,TA,TA,No,960,GasA,TA,N,SBrkr,986,0,0,986,0,0,1,1,TA,5,1,Detchd,1926,Unf,1,180,Y,0,128,0,0,0,0,NA,5,2007,WD,Normal,102000
1137,80,9600,Pave,Inside,Norm,Norm,1.5Fin,6,5,1950,1950,Gable,CompShg,VinylSd,VinylSd,CBlock,TA,TA,No,1032,GasA,TA,Y,FuseA,1032,220,0,1252,0,0,1,1,TA,6,0,Attchd,1950,Unf,1,288,Y,0,0,96,0,0,0,NA,4,2008,WD,Abnorml,119000
1138,54,6342,Pave,Inside,Feedr,Norm,1.5Fin,5,8,1875,1996,Gable,CompShg,VinylSd,VinylSd,CBlock,TA,TA,No,780,GasA,Gd,N,SBrkr,780,240,0,1020,0,0,1,1,TA,6,0,NA,NA,NA,0,0,N,0,0,176,0,0,0,NA,5,2010,WD,Normal,94000
1139,NA,9819,Pave,Inside,Norm,Norm,1Story,6,5,1977,1977,Gable,CompShg,Plywood,ImStucc,PConc,TA,TA,Gd,1567,GasA,TA,Y,SBrkr,1567,0,0,1567,1,0,2,1,Gd,5,2,Attchd,1977,RFn,2,714,Y,264,32,0,0,0,0,NA,5,2009,WD,Normal,196000
1140,98,8731,Pave,Inside,Norm,Norm,1Story,5,5,1920,1950,Gable,CompShg,Stucco,Stucco,BrkTil,TA,TA,No,915,GasA,TA,Y,SBrkr,1167,0,0,1167,0,0,1,1,TA,6,1,Detchd,1972,Unf,2,495,Y,0,0,216,0,126,0,NA,5,2007,WD,Normal,144000
1141,60,7350,Pave,Corner,Norm,Norm,1Story,5,7,1951,1951,Gable,CompShg,HdBoard,HdBoard,CBlock,TA,TA,Mn,952,GasA,TA,Y,SBrkr,952,0,0,952,1,0,1,1,TA,4,0,Detchd,1988,Unf,2,840,Y,0,0,0,0,0,0,NA,6,2008,COD,Abnorml,139000
1142,NA,10304,Pave,CulDSac,PosN,Norm,2Story,5,7,1976,1976,Gable,CompShg,Plywood,Plywood,CBlock,TA,TA,No,780,GasA,Ex,Y,SBrkr,1088,780,0,1868,1,0,2,1,Gd,9,1,Attchd,1976,Unf,2,484,Y,448,96,0,0,0,0,NA,10,2009,WD,Normal,197500
1143,77,9965,Pave,Inside,Norm,Norm,2Story,8,5,2006,2007,Hip,CompShg,VinylSd,VinylSd,PConc,Ex,TA,Gd,1466,GasA,Ex,Y,SBrkr,1466,1362,0,2828,1,0,3,1,Gd,11,1,BuiltIn,2006,RFn,3,1052,Y,125,144,0,0,0,0,NA,4,2007,New,Partial,424870
1144,NA,9000,Pave,Inside,Norm,Norm,1Story,5,3,1959,1959,Gable,CompShg,Wd Sdng,Plywood,CBlock,TA,TA,No,1006,GasA,TA,Y,SBrkr,1006,0,0,1006,0,0,1,1,TA,5,0,NA,NA,NA,0,0,Y,0,24,0,0,0,0,NA,7,2008,WD,Normal,80000
1145,60,12180,Pave,Inside,Norm,Norm,1.5Fin,4,4,1941,1950,Gable,CompShg,MetalSd,MetalSd,BrkTil,Gd,TA,No,672,Grav,Fa,N,FuseA,672,252,0,924,1,0,1,1,Fa,5,0,Detchd,1941,Unf,1,280,Y,0,0,0,0,0,0,MnPrv,7,2010,WD,Normal,80000
1146,52,6240,Pave,Inside,Norm,Norm,1.5Fin,5,6,1928,1950,Gable,CompShg,MetalSd,MetalSd,BrkTil,TA,TA,No,1042,GasA,Ex,Y,SBrkr,1042,534,0,1576,0,0,1,1,TA,8,1,Detchd,1928,Unf,1,225,Y,0,0,0,0,0,0,NA,8,2006,WD,Family,149000
1147,NA,11200,Pave,Inside,Norm,Norm,1Story,6,5,1985,1985,Gable,CompShg,Wd Sdng,Wd Shng,CBlock,Gd,TA,No,1298,GasA,TA,Y,SBrkr,1298,0,0,1298,1,0,2,1,Gd,5,1,Attchd,1985,Unf,2,403,Y,165,26,0,0,0,0,NA,5,2006,WD,Normal,180000
1148,75,12000,Pave,Inside,Norm,Norm,2Story,7,7,1941,1950,Gable,CompShg,MetalSd,MetalSd,CBlock,TA,TA,No,704,GasA,Ex,Y,SBrkr,860,704,0,1564,0,0,1,1,Fa,7,1,Attchd,1941,Unf,1,234,Y,0,0,0,0,0,0,NA,7,2009,WD,Normal,174500
1149,NA,5700,Pave,Inside,Norm,Norm,1.5Fin,7,7,1926,1950,Gable,CompShg,Wd Sdng,Wd Sdng,PConc,TA,TA,No,572,GasA,TA,Y,SBrkr,572,539,0,1111,0,0,1,1,TA,5,1,Detchd,1982,Unf,1,288,Y,0,0,176,0,0,0,NA,8,2008,WD,Normal,116900
1150,50,9000,Pave,Inside,Artery,Norm,2Story,7,9,1920,1988,Hip,CompShg,VinylSd,VinylSd,PConc,TA,TA,No,650,GasA,Ex,Y,SBrkr,832,650,0,1482,0,1,1,1,TA,7,0,Detchd,1930,Unf,2,324,Y,0,0,0,0,0,0,NA,7,2009,WD,Normal,143000
1151,57,8280,Pave,Inside,Norm,Norm,1Story,6,5,1950,1950,Gable,CompShg,BrkFace,BrkFace,CBlock,TA,TA,No,932,GasA,Ex,Y,FuseA,932,0,0,932,0,0,1,1,Gd,4,1,Attchd,1950,Unf,1,306,Y,0,0,214,0,0,0,GdPrv,11,2007,WD,Normal,124000
1152,134,17755,Pave,Inside,Norm,Norm,1Story,5,4,1959,1959,Gable,CompShg,HdBoard,Plywood,CBlock,TA,TA,No,1466,GasA,TA,Y,SBrkr,1466,0,0,1466,0,0,1,1,Fa,6,2,Attchd,1959,Fin,2,528,Y,0,140,0,0,100,0,NA,11,2006,WD,Normal,149900
1153,90,14115,Pave,Inside,Norm,Norm,1Story,6,7,1956,2004,Gable,CompShg,Stone,Stone,PConc,TA,TA,No,1073,GasA,Ex,Y,SBrkr,1811,0,0,1811,0,0,1,1,Ex,6,1,Attchd,1956,Fin,2,470,Y,0,0,280,0,0,0,NA,7,2006,WD,Abnorml,230000
1154,NA,5890,Pave,Corner,Norm,Norm,1Story,6,8,1930,2007,Gable,CompShg,Wd Sdng,Wd Sdng,BrkTil,TA,TA,Av,816,GasA,Ex,Y,SBrkr,816,0,0,816,0,0,1,1,TA,5,0,Detchd,2002,Unf,1,432,Y,0,0,96,0,0,0,NA,6,2008,WD,Normal,120500
1155,NA,13700,Pave,Inside,Norm,Norm,2Story,7,6,1965,1988,Gable,CompShg,VinylSd,VinylSd,CBlock,TA,TA,Gd,864,GasA,TA,Y,SBrkr,902,918,0,1820,0,0,1,1,Gd,8,2,Attchd,1965,Unf,2,492,Y,60,84,0,0,273,0,GdPrv,5,2008,WD,Normal,201800
1156,90,10768,Pave,Corner,Norm,Norm,1Story,5,8,1976,2004,Gable,CompShg,Plywood,Plywood,CBlock,Gd,TA,Gd,1437,GasA,TA,Y,SBrkr,1437,0,0,1437,1,0,2,1,Gd,6,1,Attchd,1976,RFn,2,528,Y,0,21,0,0,180,0,NA,7,2007,WD,Normal,218000
1157,85,9350,Pave,Inside,Norm,Norm,SLvl,5,8,1965,1999,Gable,CompShg,BrkFace,BrkFace,PConc,TA,TA,Gd,1219,GasA,Gd,Y,SBrkr,1265,0,0,1265,0,1,2,1,Gd,6,1,Attchd,1965,RFn,2,502,Y,0,92,0,96,0,0,MnPrv,10,2008,WD,Normal,179900
1158,34,5001,Pave,Inside,Norm,Norm,1Story,7,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,No,1314,GasA,Ex,Y,SBrkr,1314,0,0,1314,1,0,2,1,Gd,6,1,Attchd,2008,RFn,2,626,Y,172,62,0,0,0,0,NA,7,2009,WD,Normal,230000
1159,92,11932,Pave,FR2,Feedr,Norm,1Story,8,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,No,1580,GasA,Ex,Y,SBrkr,1580,0,0,1580,0,0,2,1,Gd,7,0,Attchd,2008,RFn,3,830,Y,0,24,0,0,0,0,NA,6,2008,ConLD,Partial,235128
1160,76,9120,Pave,Inside,Norm,Norm,2Story,6,6,1974,1974,Hip,CompShg,HdBoard,HdBoard,CBlock,TA,TA,No,901,GasA,TA,Y,SBrkr,943,933,0,1876,0,0,2,1,Gd,8,1,Attchd,1974,RFn,2,540,Y,0,69,0,0,0,0,NA,7,2008,WD,Normal,185000
1161,24,2280,Pave,Inside,Norm,Norm,2Story,6,5,1978,1978,Gable,CompShg,Plywood,Brk Cmn,CBlock,Gd,TA,No,855,GasA,Fa,Y,SBrkr,855,601,0,1456,0,0,2,1,TA,7,1,Attchd,1978,Unf,2,440,Y,26,0,0,0,0,0,NA,7,2010,WD,Normal,146000
1162,NA,14778,Pave,CulDSac,PosN,Norm,1Story,6,7,1954,2006,Hip,CompShg,HdBoard,HdBoard,CBlock,TA,TA,No,1296,GasA,Ex,Y,SBrkr,1640,0,0,1640,1,0,1,1,Gd,7,1,Detchd,1993,Unf,2,924,Y,108,0,0,216,0,0,NA,11,2008,WD,Normal,224000
1163,109,8724,Pave,Inside,Norm,Norm,1Story,5,5,1968,1968,Gable,CompShg,VinylSd,VinylSd,CBlock,Gd,TA,No,894,GasA,Gd,Y,SBrkr,894,0,0,894,0,0,1,1,TA,5,1,Attchd,1968,Fin,2,450,Y,0,0,0,0,0,0,NA,5,2007,WD,Normal,129000
1164,60,12900,Pave,Inside,Feedr,Norm,SFoyer,4,4,1969,1969,Gable,CompShg,Plywood,Plywood,CBlock,Gd,TA,Av,1198,GasA,TA,Y,SBrkr,1258,0,0,1258,2,0,0,2,TA,6,0,CarPort,1969,Unf,2,400,Y,120,0,0,0,0,0,NA,1,2008,WD,Alloca,108959
1165,NA,16157,Pave,FR2,Feedr,Norm,SLvl,5,7,1978,1978,Gable,CompShg,Plywood,Plywood,PConc,Gd,TA,Gd,1360,GasA,Ex,Y,SBrkr,1432,0,0,1432,1,0,1,1,Gd,5,1,Attchd,1978,Unf,2,588,Y,168,180,0,0,0,0,NA,6,2007,WD,Normal,194000
1166,79,9541,Pave,Inside,Norm,Norm,1Story,7,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,No,1502,GasA,Ex,Y,SBrkr,1502,0,0,1502,0,0,2,1,Gd,7,0,Attchd,2009,RFn,2,644,Y,0,114,0,0,0,0,NA,9,2009,New,Partial,233170
1167,64,10475,Pave,Corner,Norm,Norm,1Story,8,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,Av,1694,GasA,Ex,Y,SBrkr,1694,0,0,1694,0,0,2,1,Gd,7,0,Attchd,2008,RFn,3,776,Y,160,33,0,0,0,0,NA,2,2010,WD,Normal,245350
1168,58,10852,Pave,Inside,RRAn,Norm,2Story,6,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,No,959,GasA,Ex,Y,SBrkr,959,712,0,1671,1,0,2,1,TA,7,1,Attchd,2000,Fin,2,472,Y,0,38,0,0,0,0,NA,2,2006,WD,Normal,173000
1169,120,13728,Pave,Corner,Norm,Norm,2Story,6,7,1935,1986,Hip,CompShg,Stucco,Stucco,CBlock,TA,TA,No,1127,GasA,Ex,Y,SBrkr,1236,872,0,2108,0,0,2,1,Gd,7,2,Basment,1935,Unf,2,540,Y,0,0,0,0,90,0,NA,7,2008,WD,Normal,235000
1170,118,35760,Pave,CulDSac,Norm,Norm,2Story,10,5,1995,1996,Hip,CompShg,HdBoard,HdBoard,PConc,Ex,TA,Gd,1930,GasA,Ex,Y,SBrkr,1831,1796,0,3627,1,0,3,1,Gd,10,1,Attchd,1995,Fin,3,807,Y,361,76,0,0,0,0,NA,7,2006,WD,Normal,625000
1171,76,9880,Pave,Inside,Norm,Norm,SLvl,6,6,1977,1977,Gable,CompShg,Plywood,Plywood,CBlock,TA,TA,Av,1096,GasA,TA,Y,SBrkr,1118,0,0,1118,1,0,1,1,TA,6,1,Attchd,1977,Fin,1,358,Y,203,0,0,0,0,576,GdPrv,7,2008,WD,Normal,171000
1172,76,9120,Pave,Inside,Norm,Norm,1Story,6,6,1958,1958,Hip,CompShg,MetalSd,MetalSd,CBlock,TA,TA,No,1261,GasA,Ex,Y,SBrkr,1261,0,0,1261,1,0,1,1,TA,6,1,Attchd,1958,RFn,2,433,Y,0,0,0,0,288,0,NA,11,2008,WD,Normal,163000
1173,35,4017,Pave,Inside,Norm,Norm,2Story,7,5,2006,2007,Gable,CompShg,MetalSd,MetalSd,PConc,Gd,TA,No,625,GasA,Ex,Y,SBrkr,625,625,0,1250,0,0,2,1,Gd,5,0,Detchd,2006,Fin,2,625,Y,0,54,0,0,0,0,NA,3,2008,WD,Normal,171900
1174,138,18030,Pave,Inside,Norm,Norm,1.5Fin,5,6,1946,1994,Gable,CompShg,MetalSd,MetalSd,CBlock,TA,TA,No,1598,GasA,TA,Y,SBrkr,1636,971,479,3086,0,0,3,1,Ex,12,1,NA,NA,NA,0,0,Y,122,0,0,0,0,0,MnPrv,3,2007,WD,Normal,200500
1175,80,16560,Pave,Inside,Norm,Norm,2Story,6,8,1932,1950,Gable,CompShg,Wd Sdng,Wd Sdng,BrkTil,Gd,TA,No,952,GasA,TA,Y,SBrkr,1170,1175,0,2345,0,0,2,1,TA,9,1,Detchd,1932,Unf,2,360,Y,0,0,0,0,0,0,NA,7,2006,WD,Normal,239000
1176,85,10678,Pave,Inside,Norm,Norm,1.5Fin,8,5,1992,2000,Hip,CompShg,HdBoard,HdBoard,PConc,Gd,TA,No,1683,GasA,Ex,Y,SBrkr,2129,743,0,2872,0,0,2,1,Gd,9,1,Attchd,1992,Fin,2,541,Y,0,33,0,0,0,0,NA,4,2007,WD,Normal,285000
1177,37,6951,Pave,CulDSac,Norm,Norm,1Story,5,5,1984,1985,Gable,CompShg,HdBoard,Plywood,CBlock,TA,TA,No,876,GasA,TA,Y,SBrkr,923,0,0,923,1,0,1,1,TA,5,0,Attchd,1984,Unf,1,264,Y,362,0,0,0,0,0,MnPrv,10,2008,WD,Normal,119500
1178,NA,3950,Pave,Inside,Artery,Norm,1.5Fin,6,8,1926,2004,Gable,CompShg,MetalSd,MetalSd,CBlock,TA,TA,No,818,GasA,TA,Y,SBrkr,818,406,0,1224,0,0,1,1,TA,5,0,Detchd,1926,Unf,1,210,N,0,0,116,0,0,0,NA,12,2009,WD,Normal,115000
1179,54,7681,Pave,FR2,Norm,Norm,1.5Fin,5,6,1921,1950,Gable,CompShg,Wd Sdng,Wd Sdng,BrkTil,TA,TA,No,731,GasA,Ex,Y,SBrkr,820,523,0,1343,0,0,1,1,TA,7,1,Detchd,1921,Unf,1,186,Y,192,0,102,0,0,0,NA,7,2009,WD,Normal,154900
1180,77,8335,Pave,Corner,Norm,Norm,1Story,5,5,1954,1954,Gable,CompShg,Wd Sdng,Wd Sdng,Slab,NA,NA,NA,0,GasA,Gd,Y,SBrkr,1124,0,0,1124,0,0,1,1,TA,5,1,NA,NA,NA,0,0,N,0,36,190,0,0,0,NA,4,2006,WD,Normal,93000
1181,NA,11170,Pave,Corner,Norm,Norm,2Story,7,5,1990,1991,Gable,CompShg,MetalSd,MetalSd,Wood,Gd,TA,No,1216,GasA,Ex,Y,SBrkr,1298,1216,0,2514,0,0,2,1,TA,8,0,Attchd,1990,Fin,2,693,Y,0,0,0,0,0,0,GdPrv,4,2006,WD,Normal,250000
1182,64,5587,Pave,Inside,Norm,Norm,1Story,8,5,2008,2008,Hip,CompShg,CemntBd,CmentBd,PConc,Ex,TA,Gd,1600,GasA,Ex,Y,SBrkr,1652,0,0,1652,1,1,2,1,Gd,5,1,Attchd,2008,Fin,2,482,Y,162,53,0,153,0,0,NA,11,2008,New,Partial,392500
1183,160,15623,Pave,Corner,Norm,Norm,2Story,10,5,1996,1996,Hip,CompShg,Wd Sdng,ImStucc,PConc,Ex,TA,Av,2396,GasA,Ex,Y,SBrkr,2411,2065,0,4476,1,0,3,1,Ex,10,2,Attchd,1996,Fin,3,813,Y,171,78,0,0,0,555,MnPrv,7,2007,WD,Abnorml,745000
1184,60,10800,Pave,Inside,Norm,Norm,1Story,5,6,1920,1950,Hip,CompShg,Stucco,Stucco,BrkTil,TA,TA,No,1120,GasA,Ex,Y,SBrkr,1130,0,0,1130,1,0,1,1,TA,5,1,Detchd,1970,Unf,2,720,Y,229,0,0,0,0,0,NA,6,2006,WD,Normal,120000
1185,50,35133,Grvl,Inside,Norm,Norm,1Story,5,4,1963,1963,Hip,CompShg,MetalSd,MetalSd,CBlock,TA,TA,Gd,1572,GasA,Gd,Y,SBrkr,1572,0,0,1572,1,0,1,1,TA,5,2,2Types,1963,RFn,3,995,Y,0,263,0,0,263,0,NA,5,2007,WD,Normal,186700
1186,60,9738,Pave,Inside,Norm,Norm,1.5Fin,5,7,1924,1950,Gable,CompShg,AsbShng,AsbShng,BrkTil,TA,TA,No,784,GasA,Gd,Y,SBrkr,949,272,0,1221,1,0,1,1,TA,7,0,Attchd,1965,Unf,1,392,Y,0,0,236,0,0,0,NA,3,2006,WD,Normal,104900
1187,107,10615,Pave,Corner,Artery,Artery,2Story,3,5,1900,1970,Gable,CompShg,HdBoard,HdBoard,CBlock,Fa,TA,Mn,978,GasA,TA,Y,SBrkr,1014,685,0,1699,1,0,2,2,TA,7,0,CarPort,1920,Unf,2,420,Y,0,74,0,0,0,0,NA,8,2009,WD,Abnorml,95000
1188,89,12461,Pave,Corner,Norm,Norm,1Story,8,5,1994,1995,Gable,CompShg,ImStucc,ImStucc,PConc,Gd,TA,No,1624,GasA,Ex,Y,SBrkr,1624,0,0,1624,1,0,2,1,Gd,5,1,Attchd,1994,RFn,3,757,Y,0,114,192,0,0,0,GdPrv,7,2006,WD,Normal,262000
1189,68,8935,Pave,Inside,Norm,Norm,2Story,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,No,831,GasA,Ex,Y,SBrkr,831,829,0,1660,0,0,2,1,Gd,7,0,Attchd,2002,RFn,2,493,Y,144,68,0,0,0,0,NA,7,2009,WD,Normal,195000
1190,60,7500,Pave,Inside,Norm,Norm,2Story,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,PConc,TA,TA,No,994,GasA,Gd,Y,SBrkr,1028,776,0,1804,0,0,2,1,Gd,7,1,Attchd,1999,Fin,2,442,Y,140,60,0,0,0,0,NA,6,2010,WD,Normal,189000
1191,NA,32463,Pave,Inside,Norm,Norm,1Story,4,4,1961,1975,Gable,CompShg,MetalSd,MetalSd,CBlock,TA,TA,Av,1249,GasA,Ex,Y,SBrkr,1622,0,0,1622,1,0,1,1,TA,7,1,2Types,1975,Fin,4,1356,Y,439,0,0,0,0,0,NA,3,2007,WD,Normal,168000
1192,24,2645,Pave,Inside,Norm,Norm,2Story,8,5,1999,2000,Gable,CompShg,MetalSd,MetalSd,PConc,Gd,TA,No,776,GasA,Ex,Y,SBrkr,764,677,0,1441,0,0,2,1,Gd,5,0,Detchd,1999,Unf,2,492,Y,206,0,0,0,0,0,NA,11,2007,WD,Normal,174000
1193,60,9600,Pave,Inside,Norm,Norm,1.5Fin,5,8,1925,1994,Gambrel,CompShg,VinylSd,VinylSd,PConc,TA,TA,Mn,702,GasA,Gd,Y,SBrkr,842,630,0,1472,0,0,1,1,Gd,6,0,Detchd,1925,Unf,1,250,P,0,0,84,0,0,0,GdWo,7,2007,WD,Normal,125000
1194,NA,4500,Pave,FR2,Norm,Norm,1Story,6,5,1999,1999,Hip,CompShg,VinylSd,VinylSd,PConc,Ex,TA,No,1224,GasA,Ex,Y,SBrkr,1224,0,0,1224,1,0,2,1,TA,5,0,Attchd,1999,Fin,2,402,Y,0,304,0,0,0,0,NA,6,2009,WD,Normal,165000
1195,80,9364,Pave,Corner,Norm,Norm,2Story,6,7,1969,1969,Gable,CompShg,HdBoard,HdBoard,CBlock,TA,TA,No,663,GasA,TA,Y,SBrkr,663,689,0,1352,0,0,1,1,TA,7,0,Attchd,1969,Fin,1,299,Y,379,36,0,0,0,0,MnPrv,3,2010,WD,Normal,158000
1196,51,8029,Pave,Inside,Norm,Norm,2Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,No,728,GasA,Ex,Y,SBrkr,728,728,0,1456,0,0,2,1,Gd,8,0,Attchd,2005,Fin,2,400,Y,100,24,0,0,0,0,NA,7,2008,WD,Normal,176000
1197,58,14054,Pave,Inside,Norm,Norm,2Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,Av,879,GasA,Ex,Y,SBrkr,879,984,0,1863,0,0,2,1,Gd,9,1,BuiltIn,2006,Fin,3,660,Y,100,17,0,0,0,0,NA,11,2006,New,Partial,219210
1198,65,8850,Pave,Corner,Norm,Norm,2.5Unf,7,6,1916,1950,Gable,CompShg,MetalSd,MetalSd,BrkTil,TA,TA,No,815,GasA,Ex,Y,SBrkr,815,875,0,1690,0,0,1,1,TA,7,1,Detchd,1916,Unf,1,225,Y,0,0,330,0,0,0,NA,7,2006,ConLw,Normal,144000
1199,70,9100,Pave,Inside,Norm,Norm,1Story,7,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,No,1212,GasA,Ex,Y,SBrkr,1212,0,0,1212,0,0,2,1,Gd,6,0,Attchd,2001,RFn,2,573,Y,356,0,0,0,0,0,NA,6,2009,WD,Normal,178000
1200,75,11235,Pave,Inside,Norm,Norm,1Story,4,5,1963,1979,Gable,CompShg,HdBoard,HdBoard,CBlock,TA,TA,No,1051,GasA,Gd,Y,SBrkr,1382,0,0,1382,0,0,1,1,TA,6,1,Attchd,1974,Unf,2,459,Y,0,82,0,0,0,0,NA,10,2006,WD,Normal,148000
1201,71,9353,Pave,Inside,Norm,Norm,1Story,4,5,1970,1970,Gable,CompShg,MetalSd,MetalSd,CBlock,TA,TA,No,864,GasA,Gd,Y,SBrkr,864,0,0,864,0,0,1,1,TA,5,0,Attchd,1972,Unf,1,280,Y,0,0,0,0,0,0,NA,7,2006,Oth,Abnorml,116050
1202,80,10400,Pave,Corner,Norm,Norm,2Story,7,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,Av,866,GasA,Ex,Y,SBrkr,866,913,0,1779,0,0,2,1,Gd,6,0,Attchd,1998,RFn,2,546,Y,198,36,0,0,0,0,NA,3,2009,WD,Normal,197900
1203,50,6000,Pave,Corner,Norm,Norm,1.5Fin,5,8,1925,1997,Gable,CompShg,Wd Sdng,Wd Sdng,BrkTil,TA,TA,No,884,GasA,Ex,Y,SBrkr,884,464,0,1348,1,0,1,1,TA,5,1,Detchd,1960,Unf,1,216,N,0,0,208,0,0,0,NA,5,2009,WD,Normal,117000
1204,75,9750,Pave,Inside,Norm,Norm,1Story,7,5,2000,2001,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,No,1630,GasA,Ex,Y,SBrkr,1630,0,0,1630,0,0,2,1,Gd,6,1,Attchd,2000,Unf,2,451,Y,74,234,0,0,0,0,NA,10,2009,WD,Normal,213000
1205,78,10140,Pave,Inside,Norm,Norm,1Story,5,6,1975,1975,Gable,CompShg,HdBoard,HdBoard,CBlock,Gd,TA,No,1056,GasA,Ex,Y,SBrkr,1074,0,0,1074,1,0,1,1,TA,6,0,Attchd,1975,RFn,2,495,Y,0,88,0,0,0,0,MnPrv,7,2006,WD,Normal,153500
1206,90,14684,Pave,CulDSac,Norm,Norm,1Story,7,7,1990,1991,Hip,CompShg,HdBoard,HdBoard,CBlock,Gd,TA,Mn,2158,GasA,Gd,Y,SBrkr,2196,0,0,2196,0,0,2,1,Gd,7,1,Attchd,1990,RFn,3,701,Y,84,70,0,0,0,0,NA,6,2009,WD,Normal,271900
1207,NA,8900,Pave,Inside,Norm,Norm,1Story,4,4,1966,1966,Gable,CompShg,HdBoard,HdBoard,CBlock,TA,TA,No,1056,GasA,TA,Y,SBrkr,1056,0,0,1056,1,0,1,1,TA,5,0,Detchd,1966,Unf,1,384,Y,0,42,0,0,0,0,MnPrv,11,2006,WD,Normal,107000
1208,70,9135,Pave,Inside,Norm,Norm,1Story,6,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,Av,1682,GasA,Ex,Y,SBrkr,1700,0,0,1700,1,0,2,1,Gd,7,0,Attchd,2003,RFn,2,544,Y,192,23,0,0,0,0,NA,5,2006,WD,Normal,200000
1209,70,7763,Pave,Inside,Norm,Norm,1Story,5,7,1962,1980,Gable,CompShg,MetalSd,MetalSd,CBlock,TA,TA,No,931,GasA,TA,Y,SBrkr,1283,0,0,1283,1,0,1,1,TA,6,0,Detchd,1980,Unf,2,506,Y,0,0,0,0,0,0,NA,10,2008,WD,Normal,140000
1210,85,10182,Pave,CulDSac,RRNn,Norm,1Story,8,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,PConc,Ex,TA,Mn,1660,GasA,Ex,Y,SBrkr,1660,0,0,1660,1,0,2,1,Gd,8,1,Attchd,2006,RFn,2,500,Y,322,50,0,0,0,0,NA,5,2006,New,Partial,290000
1211,70,11218,Pave,Inside,Norm,Norm,2Story,6,5,1992,1992,Gable,CompShg,Wd Sdng,Wd Sdng,PConc,Gd,TA,No,1055,GasA,Ex,Y,SBrkr,1055,790,0,1845,0,0,2,1,Gd,8,1,Attchd,1992,RFn,2,462,Y,635,104,0,0,0,0,GdPrv,5,2010,WD,Normal,189000
1212,152,12134,Pave,Inside,Norm,Norm,1.5Fin,8,7,1988,2005,Gable,CompShg,Wd Sdng,Wd Sdng,Wood,Gd,TA,Av,559,GasA,Gd,Y,SBrkr,1080,672,0,1752,0,0,2,1,TA,8,0,Basment,1988,RFn,2,492,Y,325,12,0,0,0,0,NA,6,2010,WD,Normal,164000
1213,50,9340,Pave,Inside,Norm,Norm,1Story,4,6,1941,1950,Hip,CompShg,MetalSd,MetalSd,CBlock,TA,TA,No,672,GasA,TA,Y,SBrkr,672,0,0,672,1,0,1,1,TA,4,0,Attchd,1941,Unf,1,234,N,0,113,0,0,0,0,NA,8,2009,WD,Normal,113000
1214,NA,10246,Pave,CulDSac,Norm,Norm,SLvl,4,9,1965,2001,Gable,CompShg,VinylSd,VinylSd,CBlock,TA,Gd,Av,648,GasA,Ex,Y,SBrkr,960,0,0,960,1,1,0,1,TA,3,0,Attchd,1965,Unf,1,364,Y,88,0,0,0,0,0,NA,5,2006,WD,Normal,145000
1215,69,10205,Pave,Inside,Norm,Norm,SFoyer,5,5,1962,1962,Gable,CompShg,MetalSd,MetalSd,CBlock,TA,TA,Av,925,GasA,TA,Y,SBrkr,999,0,0,999,1,0,1,1,TA,6,0,Attchd,1962,Unf,1,300,Y,150,72,0,0,0,0,NA,5,2006,WD,Normal,134500
1216,99,7094,Pave,Inside,Norm,Norm,1Story,5,5,1966,1966,Gable,CompShg,VinylSd,VinylSd,CBlock,TA,TA,No,894,GasA,TA,Y,SBrkr,894,0,0,894,0,0,1,1,TA,5,0,Detchd,1966,RFn,1,384,Y,0,0,0,0,0,0,MnPrv,5,2007,WD,Normal,125000
